target_chembl_id,target_component_id,uniprot_accession,xref_src_db,xref_id
CHEMBL1827,124,O76074,PDBe,4MD6
CHEMBL1827,124,O76074,PDBe,4OEW
CHEMBL1827,124,O76074,PDBe,4OEX
CHEMBL1827,124,O76074,PDBe,5JO3
CHEMBL1827,124,O76074,PDBe,5ZZ2
CHEMBL1827,124,O76074,PDBe,6ACB
CHEMBL1827,124,O76074,PDBe,6IWI
CHEMBL1827,124,O76074,PDBe,6L6E
CHEMBL1827,124,O76074,PDBe,6VBI
CHEMBL1827,124,O76074,PDBe,7FAQ
CHEMBL1827,124,O76074,PDBe,7FAR
CHEMBL1827,124,O76074,PDBe,8W4S
CHEMBL1827,124,O76074,PDBe,8W4T
CHEMBL1827,124,O76074,PDBe,8WKF
CHEMBL1827,124,O76074,PDBe,8WKG
CHEMBL1827,124,O76074,PDBe,8XWW
CHEMBL1827,124,O76074,Pfam,PF00233
CHEMBL1827,124,O76074,Pfam,PF01590
CHEMBL1827,124,O76074,PharmGKB,PA33132
CHEMBL1827,124,O76074,Pharos,O76074
CHEMBL1827,124,O76074,Reactome,R-HSA-418457
CHEMBL1827,124,O76074,Reactome,R-HSA-445355
CHEMBL1827,124,O76074,Reactome,R-HSA-9013422
CHEMBL1827,124,O76074,UniProt,A0AV69
CHEMBL1827,124,O76074,UniProt,A8K2C4
CHEMBL1827,124,O76074,UniProt,O75026
CHEMBL1827,124,O76074,UniProt,O75887
CHEMBL1827,124,O76074,UniProt,O76074
CHEMBL1827,124,O76074,UniProt,Q86UI0
CHEMBL1827,124,O76074,UniProt,Q86V66
CHEMBL1827,124,O76074,UniProt,Q9Y6Z6
CHEMBL1902,217,P62942,AlphaFoldDB,P62942
CHEMBL1902,217,P62942,ExpressionAtlas,P62942
CHEMBL1902,217,P62942,GoComponent,GO:0005737
CHEMBL1902,217,P62942,GoComponent,GO:0005829
CHEMBL1902,217,P62942,GoComponent,GO:0014802
CHEMBL1902,217,P62942,GoComponent,GO:0016020
CHEMBL1902,217,P62942,GoComponent,GO:0016529
CHEMBL1902,217,P62942,GoComponent,GO:0030018
CHEMBL1902,217,P62942,GoComponent,GO:0033017
CHEMBL1902,217,P62942,GoComponent,GO:0098562
CHEMBL1902,217,P62942,GoComponent,GO:1990425
CHEMBL1902,217,P62942,GoFunction,GO:0003755
CHEMBL1902,217,P62942,GoFunction,GO:0005160
CHEMBL1902,217,P62942,GoFunction,GO:0005515
CHEMBL1902,217,P62942,GoFunction,GO:0034713
CHEMBL1902,217,P62942,GoFunction,GO:0044325
CHEMBL1902,217,P62942,GoFunction,GO:0070411
CHEMBL1902,217,P62942,GoFunction,GO:0070697
CHEMBL1902,217,P62942,GoFunction,GO:0140839
CHEMBL1902,217,P62942,GoFunction,GO:0140840
CHEMBL1902,217,P62942,GoProcess,GO:0003007
CHEMBL1902,217,P62942,GoProcess,GO:0006457
CHEMBL1902,217,P62942,GoProcess,GO:0006458
CHEMBL1902,217,P62942,GoProcess,GO:0014809
CHEMBL1902,217,P62942,GoProcess,GO:0022417
CHEMBL1902,217,P62942,GoProcess,GO:0030512
CHEMBL1902,217,P62942,GoProcess,GO:0032880
CHEMBL1902,217,P62942,GoProcess,GO:0042026
CHEMBL1902,217,P62942,GoProcess,GO:0042110
CHEMBL1902,217,P62942,GoProcess,GO:0043123
CHEMBL1902,217,P62942,GoProcess,GO:0050776
CHEMBL1902,217,P62942,GoProcess,GO:0055010
CHEMBL1902,217,P62942,GoProcess,GO:0060314
CHEMBL1902,217,P62942,GoProcess,GO:0060347
CHEMBL1902,217,P62942,GoProcess,GO:0070588
CHEMBL1902,217,P62942,HGNC,HGNC:3711
CHEMBL1902,217,P62942,IntAct,P62942
CHEMBL1902,217,P62942,InterPro,IPR001179
CHEMBL1902,217,P62942,InterPro,IPR046357
CHEMBL1902,217,P62942,InterPro,IPR050689
CHEMBL1902,217,P62942,PANTHER,PTHR10516
CHEMBL1902,217,P62942,PANTHER,PTHR10516:SF301
CHEMBL1902,217,P62942,PDB,1A7X
CHEMBL1902,217,P62942,PDB,1B6C
CHEMBL1902,217,P62942,PDB,1BKF
CHEMBL1902,217,P62942,PDB,1BL4
CHEMBL1902,217,P62942,PDB,1D6O
CHEMBL1902,217,P62942,PDB,1D7H
CHEMBL1902,217,P62942,PDB,1D7I
CHEMBL1902,217,P62942,PDB,1D7J
CHEMBL1902,217,P62942,PDB,1EYM
CHEMBL1902,217,P62942,PDB,1F40
CHEMBL1902,217,P62942,PDB,1FAP
CHEMBL1902,217,P62942,PDB,1FKB
CHEMBL1902,217,P62942,PDB,1FKD
CHEMBL1902,217,P62942,PDB,1FKF
CHEMBL1902,217,P62942,PDB,1FKG
CHEMBL1902,217,P62942,PDB,1FKH
CHEMBL1902,217,P62942,PDB,1FKI
CHEMBL1902,217,P62942,PDB,1FKJ
CHEMBL1902,217,P62942,PDB,1FKR
CHEMBL1902,217,P62942,PDB,1FKS
CHEMBL1902,217,P62942,PDB,1FKT
CHEMBL1902,217,P62942,PDB,1J4H
CHEMBL1902,217,P62942,PDB,1J4I
CHEMBL1902,217,P62942,PDB,1J4R
CHEMBL1902,217,P62942,PDB,1NSG
CHEMBL1902,217,P62942,PDB,1QPF
CHEMBL1902,217,P62942,PDB,1QPL
CHEMBL1902,217,P62942,PDB,2DG3
CHEMBL1902,217,P62942,PDB,2DG4
CHEMBL1902,217,P62942,PDB,2DG9
CHEMBL1902,217,P62942,PDB,2FAP
CHEMBL1902,217,P62942,PDB,2FKE
CHEMBL1902,217,P62942,PDB,2ND5
CHEMBL1902,217,P62942,PDB,2PPN
CHEMBL1902,217,P62942,PDB,2PPO
CHEMBL1902,217,P62942,PDB,2PPP
CHEMBL1902,217,P62942,PDB,2RSE
CHEMBL1902,217,P62942,PDB,3FAP
CHEMBL1902,217,P62942,PDB,3H9R
CHEMBL1902,217,P62942,PDB,3MDY
CHEMBL1902,217,P62942,PDB,4DH0
CHEMBL1902,217,P62942,PDB,4FAP
CHEMBL1902,217,P62942,PDB,4IPX
CHEMBL1902,217,P62942,PDB,4N19
CHEMBL1902,217,P62942,PDB,4ODP
CHEMBL1902,217,P62942,PDB,4ODQ
CHEMBL1902,217,P62942,PDB,4ODR
CHEMBL1902,217,P62942,PDB,5I7P
CHEMBL1902,217,P62942,PDB,5I7Q
CHEMBL1902,217,P62942,PDB,6I1S
CHEMBL1902,217,P62942,PDB,6M4U
CHEMBL1902,217,P62942,PDB,6OQA
CHEMBL1902,217,P62942,PDB,6VCU
CHEMBL1902,217,P62942,PDB,6YF0
CHEMBL1902,217,P62942,PDB,6YF1
CHEMBL1902,217,P62942,PDB,6YF2
CHEMBL1902,217,P62942,PDB,6YF3
CHEMBL1902,217,P62942,PDB,7EPD
CHEMBL1902,217,P62942,PDB,7U0T
CHEMBL1902,217,P62942,PDB,7U8D
CHEMBL1902,217,P62942,PDB,8CHI
CHEMBL1902,217,P62942,PDB,8CHJ
CHEMBL1902,217,P62942,PDB,8CHK
CHEMBL1902,217,P62942,PDB,8CHL
CHEMBL1902,217,P62942,PDB,8CHM
CHEMBL1902,217,P62942,PDB,8ER6
CHEMBL1902,217,P62942,PDB,8ER7
CHEMBL1902,217,P62942,PDB,8ERA
CHEMBL1902,217,P62942,PDB,8JCU
CHEMBL1902,217,P62942,PDB,8JCV
CHEMBL1902,217,P62942,PDB,8JCW
CHEMBL1902,217,P62942,PDB,8JCX
CHEMBL1902,217,P62942,PDB,8JCY
CHEMBL1902,217,P62942,PDB,8JCZ
CHEMBL1902,217,P62942,PDB,8JD0
CHEMBL1902,217,P62942,PDB,8JD1
CHEMBL1902,217,P62942,PDB,8JD2
CHEMBL1902,217,P62942,PDB,8JD4
CHEMBL1902,217,P62942,PDB,8JGA
CHEMBL1902,217,P62942,PDB,8PDF
CHEMBL1902,217,P62942,PDB,8POD
CHEMBL1902,217,P62942,PDB,8PPZ
CHEMBL1902,217,P62942,PDB,8X6P
CHEMBL1902,217,P62942,PDB,8XI9
CHEMBL1902,217,P62942,PDB,9CHU
CHEMBL1902,217,P62942,PDB,9CHV
CHEMBL1902,217,P62942,PDB,9CHX
CHEMBL1902,217,P62942,PDBe,1A7X
CHEMBL1902,217,P62942,PDBe,1B6C
CHEMBL1902,217,P62942,PDBe,1BKF
CHEMBL1902,217,P62942,PDBe,1BL4
CHEMBL1902,217,P62942,PDBe,1D6O
CHEMBL1902,217,P62942,PDBe,1D7H
CHEMBL1902,217,P62942,PDBe,1D7I
CHEMBL1902,217,P62942,PDBe,1D7J
CHEMBL1902,217,P62942,PDBe,1EYM
CHEMBL1902,217,P62942,PDBe,1FAP
CHEMBL1902,217,P62942,PDBe,1FKB
CHEMBL1902,217,P62942,PDBe,1FKD
CHEMBL1902,217,P62942,PDBe,1FKF
CHEMBL1902,217,P62942,PDBe,1FKG
CHEMBL1902,217,P62942,PDBe,1FKH
CHEMBL1902,217,P62942,PDBe,1FKI
CHEMBL1902,217,P62942,PDBe,1FKJ
CHEMBL1902,217,P62942,PDBe,1J4H
CHEMBL1902,217,P62942,PDBe,1J4I
CHEMBL1902,217,P62942,PDBe,1J4R
CHEMBL1902,217,P62942,PDBe,1NSG
CHEMBL1902,217,P62942,PDBe,1QPF
CHEMBL1902,217,P62942,PDBe,1QPL
CHEMBL1902,217,P62942,PDBe,2DG3
CHEMBL1902,217,P62942,PDBe,2DG4
CHEMBL1902,217,P62942,PDBe,2DG9
CHEMBL1902,217,P62942,PDBe,2FAP
CHEMBL1902,217,P62942,PDBe,2FKE
CHEMBL1902,217,P62942,PDBe,2PPN
CHEMBL1902,217,P62942,PDBe,2PPO
CHEMBL1902,217,P62942,PDBe,2PPP
CHEMBL1902,217,P62942,PDBe,3FAP
CHEMBL1902,217,P62942,PDBe,3H9R
CHEMBL1902,217,P62942,PDBe,3MDY
CHEMBL1902,217,P62942,PDBe,4DH0
CHEMBL1902,217,P62942,PDBe,4FAP
CHEMBL1902,217,P62942,PDBe,4IPX
CHEMBL1902,217,P62942,PDBe,4N19
CHEMBL1902,217,P62942,PDBe,4ODP
CHEMBL1902,217,P62942,PDBe,4ODQ
CHEMBL1902,217,P62942,PDBe,4ODR
CHEMBL1902,217,P62942,PDBe,5I7P
CHEMBL1902,217,P62942,PDBe,5I7Q
CHEMBL1902,217,P62942,PDBe,6I1S
CHEMBL1902,217,P62942,PDBe,6M4U
CHEMBL1902,217,P62942,PDBe,6OQA
CHEMBL1902,217,P62942,PDBe,6VCU
CHEMBL1902,217,P62942,PDBe,6YF0
CHEMBL1902,217,P62942,PDBe,6YF1
CHEMBL1902,217,P62942,PDBe,6YF2
CHEMBL1902,217,P62942,PDBe,6YF3
CHEMBL1902,217,P62942,PDBe,7U0T
CHEMBL1902,217,P62942,PDBe,7U8D
CHEMBL1902,217,P62942,PDBe,8CHI
CHEMBL1902,217,P62942,PDBe,8CHJ
CHEMBL1902,217,P62942,PDBe,8CHK
CHEMBL1902,217,P62942,PDBe,8CHL
CHEMBL1902,217,P62942,PDBe,8CHM
CHEMBL1902,217,P62942,PDBe,8ER6
CHEMBL1902,217,P62942,PDBe,8ER7
CHEMBL1902,217,P62942,PDBe,8PDF
CHEMBL1902,217,P62942,PDBe,8POD
CHEMBL1902,217,P62942,PDBe,8PPZ
CHEMBL1902,217,P62942,PDBe,8X6P
CHEMBL1902,217,P62942,PDBe,8XI9
CHEMBL1902,217,P62942,Pfam,PF00254
CHEMBL1902,217,P62942,PharmGKB,PA28153
CHEMBL1902,217,P62942,Pharos,P62942
CHEMBL1902,217,P62942,Reactome,R-HSA-166208
CHEMBL1902,217,P62942,Reactome,R-HSA-2025928
CHEMBL1902,217,P62942,Reactome,R-HSA-2173789
CHEMBL1902,217,P62942,Reactome,R-HSA-2173791
CHEMBL1902,217,P62942,Reactome,R-HSA-3656535
CHEMBL1902,217,P62942,Reactome,R-HSA-9679191
CHEMBL1902,217,P62942,Reactome,R-HSA-9692916
CHEMBL1902,217,P62942,UniProt,D3DVW6
CHEMBL1902,217,P62942,UniProt,P20071
CHEMBL1902,217,P62942,UniProt,P62942
CHEMBL1902,217,P62942,UniProt,Q4VC47
CHEMBL1902,217,P62942,UniProt,Q6FGD9
CHEMBL1902,217,P62942,UniProt,Q6LEU3
CHEMBL1902,217,P62942,UniProt,Q9H103
CHEMBL1902,217,P62942,UniProt,Q9H566
CHEMBL1909490,5688,P01584,AlphaFoldDB,P01584
CHEMBL1909490,5688,P01584,ExpressionAtlas,P01584
CHEMBL1909490,5688,P01584,GoComponent,GO:0005576
CHEMBL1909490,5688,P01584,GoComponent,GO:0005615
CHEMBL1909490,5688,P01584,GoComponent,GO:0005737
CHEMBL1909490,5688,P01584,GoComponent,GO:0005764
CHEMBL1909490,5688,P01584,GoComponent,GO:0005829
CHEMBL1909490,5688,P01584,GoFunction,GO:0005125
CHEMBL1909490,5688,P01584,GoFunction,GO:0005149
CHEMBL1909490,5688,P01584,GoFunction,GO:0005178
CHEMBL1909490,5688,P01584,GoFunction,GO:0005515
CHEMBL1909490,5688,P01584,GoFunction,GO:0019904
CHEMBL1909490,5688,P01584,GoFunction,GO:0048018
CHEMBL1909490,5688,P01584,GoProcess,GO:0001660
CHEMBL1909490,5688,P01584,GoProcess,GO:0001819
CHEMBL1909490,5688,P01584,GoProcess,GO:0001934
CHEMBL1909490,5688,P01584,GoProcess,GO:0002711
CHEMBL1909490,5688,P01584,GoProcess,GO:0006915
CHEMBL1909490,5688,P01584,GoProcess,GO:0006955
CHEMBL1909490,5688,P01584,GoProcess,GO:0007165
CHEMBL1909490,5688,P01584,GoProcess,GO:0007254
CHEMBL1909490,5688,P01584,GoProcess,GO:0007267
CHEMBL1909490,5688,P01584,GoProcess,GO:0007566
CHEMBL1909490,5688,P01584,GoProcess,GO:0008284
CHEMBL1909490,5688,P01584,GoProcess,GO:0008285
CHEMBL1909490,5688,P01584,GoProcess,GO:0010573
CHEMBL1909490,5688,P01584,GoProcess,GO:0010575
CHEMBL1909490,5688,P01584,GoProcess,GO:0010628
CHEMBL1909490,5688,P01584,GoProcess,GO:0010718
CHEMBL1909490,5688,P01584,GoProcess,GO:0010829
CHEMBL1909490,5688,P01584,GoProcess,GO:0019221
CHEMBL1909490,5688,P01584,GoProcess,GO:0030213
CHEMBL1909490,5688,P01584,GoProcess,GO:0030335
CHEMBL1909490,5688,P01584,GoProcess,GO:0030593
CHEMBL1909490,5688,P01584,GoProcess,GO:0030949
CHEMBL1909490,5688,P01584,GoProcess,GO:0031394
CHEMBL1909490,5688,P01584,GoProcess,GO:0031622
CHEMBL1909490,5688,P01584,GoProcess,GO:0032308
CHEMBL1909490,5688,P01584,GoProcess,GO:0032722
CHEMBL1909490,5688,P01584,GoProcess,GO:0032725
CHEMBL1909490,5688,P01584,GoProcess,GO:0032729
CHEMBL1909490,5688,P01584,GoProcess,GO:0032743
CHEMBL1909490,5688,P01584,GoProcess,GO:0032755
CHEMBL1909490,5688,P01584,GoProcess,GO:0032757
CHEMBL1909490,5688,P01584,GoProcess,GO:0033092
CHEMBL1909490,5688,P01584,GoProcess,GO:0034116
CHEMBL1909490,5688,P01584,GoProcess,GO:0035234
CHEMBL1909490,5688,P01584,GoProcess,GO:0042102
CHEMBL1909490,5688,P01584,GoProcess,GO:0043122
CHEMBL1909490,5688,P01584,GoProcess,GO:0043123
CHEMBL1909490,5688,P01584,GoProcess,GO:0043406
CHEMBL1909490,5688,P01584,GoProcess,GO:0043407
CHEMBL1909490,5688,P01584,GoProcess,GO:0045429
CHEMBL1909490,5688,P01584,GoProcess,GO:0045766
CHEMBL1909490,5688,P01584,GoProcess,GO:0045833
CHEMBL1909490,5688,P01584,GoProcess,GO:0045840
CHEMBL1909490,5688,P01584,GoProcess,GO:0045893
CHEMBL1909490,5688,P01584,GoProcess,GO:0045917
CHEMBL1909490,5688,P01584,GoProcess,GO:0045944
CHEMBL1909490,5688,P01584,GoProcess,GO:0046330
CHEMBL1909490,5688,P01584,GoProcess,GO:0046627
CHEMBL1909490,5688,P01584,GoProcess,GO:0046827
CHEMBL1909490,5688,P01584,GoProcess,GO:0048143
CHEMBL1909490,5688,P01584,GoProcess,GO:0050691
CHEMBL1909490,5688,P01584,GoProcess,GO:0050729
CHEMBL1909490,5688,P01584,GoProcess,GO:0050767
CHEMBL1909490,5688,P01584,GoProcess,GO:0050768
CHEMBL1909490,5688,P01584,GoProcess,GO:0050796
CHEMBL1909490,5688,P01584,GoProcess,GO:0050805
CHEMBL1909490,5688,P01584,GoProcess,GO:0050900
CHEMBL1909490,5688,P01584,GoProcess,GO:0050995
CHEMBL1909490,5688,P01584,GoProcess,GO:0050996
CHEMBL1909490,5688,P01584,GoProcess,GO:0050999
CHEMBL1909490,5688,P01584,GoProcess,GO:0051044
CHEMBL1909490,5688,P01584,GoProcess,GO:0051781
CHEMBL1909490,5688,P01584,GoProcess,GO:0060252
CHEMBL1909490,5688,P01584,GoProcess,GO:0060355
CHEMBL1909490,5688,P01584,GoProcess,GO:0060559
CHEMBL1909490,5688,P01584,GoProcess,GO:0070164
CHEMBL1909490,5688,P01584,GoProcess,GO:0070372
CHEMBL1909490,5688,P01584,GoProcess,GO:0070487
CHEMBL1909490,5688,P01584,GoProcess,GO:0070498
CHEMBL1909490,5688,P01584,GoProcess,GO:0071222
CHEMBL1909490,5688,P01584,GoProcess,GO:0071260
CHEMBL1909490,5688,P01584,GoProcess,GO:0071466
CHEMBL1909490,5688,P01584,GoProcess,GO:0071639
CHEMBL1909490,5688,P01584,GoProcess,GO:0097192
CHEMBL1909490,5688,P01584,GoProcess,GO:0150078
CHEMBL1909490,5688,P01584,GoProcess,GO:1900745
CHEMBL1909490,5688,P01584,GoProcess,GO:1901224
CHEMBL1909490,5688,P01584,GoProcess,GO:1902680
CHEMBL1909490,5688,P01584,GoProcess,GO:1903140
CHEMBL1909490,5688,P01584,GoProcess,GO:1903597
CHEMBL1909490,5688,P01584,GoProcess,GO:1905075
CHEMBL1909490,5688,P01584,GoProcess,GO:2000556
CHEMBL1909490,5688,P01584,GoProcess,GO:2001240
CHEMBL1909490,5688,P01584,HGNC,HGNC:5992
CHEMBL1909490,5688,P01584,IntAct,P01584
CHEMBL1909490,5688,P01584,InterPro,IPR000975
CHEMBL1909490,5688,P01584,InterPro,IPR003502
CHEMBL1909490,5688,P01584,InterPro,IPR008996
CHEMBL1909490,5688,P01584,InterPro,IPR020877
CHEMBL1909490,5688,P01584,PANTHER,PTHR10078
CHEMBL1909490,5688,P01584,PANTHER,PTHR10078:SF30
CHEMBL1909490,5688,P01584,PDB,1HIB
CHEMBL1909490,5688,P01584,PDB,1I1B
CHEMBL1909490,5688,P01584,PDB,1IOB
CHEMBL1909490,5688,P01584,PDB,1ITB
CHEMBL1909490,5688,P01584,PDB,1L2H
CHEMBL1909490,5688,P01584,PDB,1S0L
CHEMBL1909490,5688,P01584,PDB,1T4Q
CHEMBL1909490,5688,P01584,PDB,1TOO
CHEMBL1909490,5688,P01584,PDB,1TP0
CHEMBL1909490,5688,P01584,PDB,1TWE
CHEMBL1909490,5688,P01584,PDB,1TWM
CHEMBL1909490,5688,P01584,PDB,21BI
CHEMBL1909490,5688,P01584,PDB,2I1B
CHEMBL1909490,5688,P01584,PDB,2KH2
CHEMBL1909490,5688,P01584,PDB,2NVH
CHEMBL1909490,5688,P01584,PDB,31BI
