targetId,diseaseId,diseaseName,score
ENSG00000006283,Orphanet_2828,Young adult-onset Parkinsonism,0.06512414459458099
ENSG00000006283,MONDO_0012246,spinocerebellar ataxia type 26,0.06480829138466036
ENSG00000006283,MONDO_0011439,spinocerebellar ataxia type 12,0.06443464615157411
ENSG00000006283,MONDO_0009696,juvenile myoclonic epilepsy,0.06432352580859893
ENSG00000006283,Orphanet_363432,Autosomal recessive congenital cerebellar ataxia due to GRID2 deficiency,0.06423118217546311
ENSG00000006283,MONDO_0012098,spinocerebellar ataxia type 20,0.0637441067253099
ENSG00000006283,Orphanet_284271,Autosomal recessive cerebellar ataxia - psychomotor retardation,0.06373065812504222
ENSG00000006283,Orphanet_228140,"Idiopathic ventricular fibrillation, not Brugada type",0.06346240474718357
ENSG00000006283,MONDO_0019448,benign adult familial myoclonic epilepsy,0.06325708260569206
ENSG00000006283,MONDO_0010747,X-linked dystonia-parkinsonism,0.0632443526329196
ENSG00000006283,MONDO_0011025,Cayman type cerebellar ataxia,0.06312772965655243
ENSG00000006283,Orphanet_94122,"Cerebellar ataxia, Cayman type",0.06312772965655243
ENSG00000006283,Orphanet_139480,Autosomal recessive spastic paraplegia type 39,0.0630100800694778
ENSG00000006283,MONDO_0018901,left ventricular noncompaction,0.06291866038597871
ENSG00000006283,MONDO_0011781,spinocerebellar ataxia type 17,0.06269337066622716
ENSG00000006283,EFO_0000773,temporal lobe epilepsy,0.06268628705234569
ENSG00000006283,MONDO_0100062,genetic developmental and epileptic encephalopathy,0.06196040640581857
ENSG00000006283,MONDO_0011464,spinocerebellar ataxia type 11,0.06176603321418078
ENSG00000006283,MONDO_0958009,"spastic ataxia 10, autosomal recessive",0.061702999316742904
ENSG00000006283,MONDO_0054764,neurodegeneration with brain iron accumulation 8,0.06148330462534699
ENSG00000006283,MONDO_0012736,long QT syndrome 9,0.06127633990672357
ENSG00000006283,MONDO_0012061,familial sick sinus syndrome,0.06109154997938121
ENSG00000006283,MONDO_0012738,long QT syndrome 11,0.060418914643855036
ENSG00000006283,Orphanet_300751,Familial dilated cardiomyopathy with conduction defect due to LMNA mutation,0.060356086068558655
ENSG00000006283,MONDO_0014627,dystonia 27,0.06029325749326225
ENSG00000006283,Orphanet_397709,Intellectual disability-coarse face-macrocephaly-cerebellar hypotrophy syndrome,0.06027662639980144
ENSG00000006283,MONDO_0033115,"spinocerebellar ataxia, autosomal recessive 25",0.06027662639980144
ENSG00000006283,Orphanet_308,Unverricht-Lundborg disease,0.06026610364004999
ENSG00000006283,MONDO_0014621,Brugada syndrome 9,0.059812803682172136
ENSG00000006283,MONDO_0012651,spastic ataxia 2,0.059707953877398086
ENSG00000006283,MONDO_0010418,hereditary spastic paraplegia 34,0.05962801375482978
ENSG00000006283,Orphanet_171607,X-linked spastic paraplegia type 34,0.05962801375482978
ENSG00000006283,MONDO_0010404,X-linked non progressive cerebellar ataxia,0.05955738293815671
ENSG00000006283,MONDO_0859152,neurodevelopmental disorder with cerebellar atrophy and motor dysfunction,0.05939517844637843
ENSG00000006283,Orphanet_411602,Hereditary late-onset Parkinson disease,0.05934687641259255
ENSG00000006283,MONDO_0014934,"spinocerebellar ataxia, autosomal recessive 24",0.05899048850549868
ENSG00000006283,EFO_1001450,Wolff-Parkinson-White Syndrome,0.0586227565500874
ENSG00000006283,MONDO_0012314,short QT syndrome type 3,0.05835665905471442
ENSG00000006283,MONDO_0014339,autosomal recessive spinocerebellar ataxia 16,0.058212317589245895
ENSG00000006283,Orphanet_352403,Spectrin-associated autosomal recessive cerebellar ataxia,0.05786491252584227
ENSG00000006283,MONDO_0012787,hereditary spastic paraplegia 39,0.05776717918649232
ENSG00000006283,Orphanet_228360,CLN5 disease,0.057665544726454014
ENSG00000006283,MONDO_0009745,neuronal ceroid lipofuscinosis 5,0.057665544726454014
ENSG00000006283,MONDO_0012742,Brugada syndrome 3,0.057647065733719784
ENSG00000006283,MONDO_0010847,spinocerebellar ataxia type 4,0.057486298496931945
ENSG00000006283,MONDO_0014572,Lichtenstein-Knorr syndrome,0.057428192330889846
ENSG00000006283,MONDO_0030034,"epilepsy, progressive myoclonic, 11",0.05734401025287834
ENSG00000006283,MONDO_0011459,arrhythmogenic right ventricular dysplasia 5,0.057336618655784634
ENSG00000006283,MONDO_0013513,"atrial fibrillation, familial, 9",0.057277485879035084
ENSG00000006283,MONDO_0013372,long QT syndrome 5,0.05711487074297381
ENSG00000006283,Orphanet_79137,Generalized epilepsy - paroxysmal dyskinesia,0.05708900015314588
ENSG00000006283,MONDO_0012276,generalized epilepsy-paroxysmal dyskinesia syndrome,0.05708900015314588
ENSG00000006283,MONDO_0020380,autosomal dominant cerebellar ataxia,0.0570321227772669
ENSG00000006283,MONDO_0012313,short QT syndrome type 2,0.05684138165050714
ENSG00000006283,MONDO_0009698,Unverricht-Lundborg syndrome,0.056661108810277604
ENSG00000006283,MONDO_0014311,autosomal recessive spinocerebellar ataxia 15,0.05660485054350893
ENSG00000006283,MONDO_0012737,long QT syndrome 10,0.05635353624232333
ENSG00000006283,Orphanet_98,Autosomal recessive spastic ataxia of Charlevoix-Saguenay,0.056305285539072825
ENSG00000006283,MONDO_0859368,short QT syndrome 7,0.05605787235857558
ENSG00000006283,MONDO_0030677,"Charcot-Marie-Tooth disease, demyelinating, IIA 1I",0.05605048076148188
ENSG00000006283,MONDO_0024562,sick sinus syndrome 1,0.05601352277601341
ENSG00000006283,EFO_0009040,Cranio-cervical dystonia with laryngeal and upper-limb involvement,0.05597286899199809
ENSG00000006283,MONDO_0013279,long QT syndrome 13,0.055946998402170156
ENSG00000006283,MONDO_0024540,Jervell and Lange-Nielsen syndrome 1,0.05585829923704582
ENSG00000006283,MONDO_0011819,spinocerebellar ataxia type 19/22,0.055835508479340275
ENSG00000006283,MONDO_0100316,long QT syndrome 1,0.055806558057389974
ENSG00000006283,MONDO_0011857,"atrial fibrillation, familial, 3",0.05574742528064042
ENSG00000006283,EFO_0009019,Autosomal recessive spastic paraplegia type 76,0.05574188158282014
ENSG00000006283,MONDO_0011001,Brugada syndrome 1,0.055547852159110685
ENSG00000006283,MONDO_0013645,autosomal recessive spinocerebellar ataxia 11,0.05554415636056384
ENSG00000006283,Orphanet_94124,Spinocerebellar ataxia type 1 with axonal neuropathy,0.055529167844234964
ENSG00000006283,MONDO_0011801,"spinocerebellar ataxia, autosomal recessive, with axonal neuropathy 1",0.055529167844234964
ENSG00000006283,Orphanet_401953,Episodic ataxia with slurred speech,0.05546654459108004
ENSG00000006283,MONDO_0100518,hereditary attention deficit-hyperactivity disorder,0.055436978202705274
ENSG00000006283,MONDO_0018614,undetermined early-onset epileptic encephalopathy,0.05492326220469354
ENSG00000006283,MONDO_0013687,autosomal recessive spinocerebellar ataxia 12,0.05489184791704533
ENSG00000006283,MONDO_0013062,long QT syndrome 12,0.05462390252239893
ENSG00000006283,Orphanet_1170,Autosomal recessive cerebelloparenchymal disorder type 3,0.05446806301700688
ENSG00000006283,MONDO_0014503,autosomal recessive spinocerebellar ataxia 17,0.0544021546095881
ENSG00000006283,MONDO_0033479,spinocerebellar ataxia 44,0.05418595039459756
ENSG00000006283,MONDO_0032756,long QT syndrome 8,0.05392909239559168
ENSG00000006283,EFO_0005138,acquired long QT syndrome,0.05392909239559168
ENSG00000006283,Orphanet_98807,"Primary dystonia, DYT13 type",0.053858872223201584
ENSG00000006283,MONDO_0012871,Jervell and Lange-Nielsen syndrome 2,0.05373691087115563
ENSG00000006283,MONDO_0014159,autosomal recessive spinocerebellar ataxia 14,0.05351146715979798
ENSG00000006283,Orphanet_314603,Autosomal recessive spastic ataxia with leukoencephalopathy,0.0534359086117291
ENSG00000006283,Orphanet_1479,Atrial septal defect - atrioventricular conduction defects,0.0531677578949412
ENSG00000006283,MONDO_0010698,optic atrophy 2,0.05316036629784751
ENSG00000006283,Orphanet_98890,Early-onset X-linked optic atrophy,0.05316036629784751
ENSG00000006283,MONDO_0017615,benign familial infantile epilepsy,0.053130799909472726
ENSG00000006283,MONDO_0859380,episodic kinesigenic dyskinesia 3,0.05293861838503668
ENSG00000006283,MONDO_0011484,catecholaminergic polymorphic ventricular tachycardia 1,0.052931226787942987
ENSG00000006283,MONDO_0012205,autosomal dominant striatal neurodegeneration type 1,0.05291644359375561
ENSG00000006283,Orphanet_228169,Autosomal dominant striatal neurodegeneration,0.05291644359375561
ENSG00000006283,MONDO_0012684,arrhythmogenic right ventricular dysplasia 12,0.05286470241409975
ENSG00000006283,MONDO_0011003,dilated cardiomyopathy 1E,0.052842527622818665
ENSG00000006283,MONDO_0010946,hypertrophic cardiomyopathy 6,0.05280556963735018
ENSG00000006283,MONDO_0011400,dilated cardiomyopathy 1G,0.05274643686060065
ENSG00000006283,MONDO_0011376,"ventricular fibrillation, paroxysmal familial, type 1",0.052679912486757394
ENSG00000006283,MONDO_0014548,long QT syndrome 14,0.05262817130710155
ENSG00000006283,MONDO_0030805,spinocerebellar ataxia 49,0.052593061220906484
ENSG00000006283,MONDO_0008170,ovarian cancer,0.05252344444419751
ENSG00000006283,MONDO_0008648,"ventricular tachycardia, familial",0.052295549437885315
ENSG00000006283,MONDO_0014550,long QT syndrome 15,0.05221424186985467
ENSG00000006283,EFO_0005304,atrial conduction disease,0.052118151107636644
ENSG00000006283,Orphanet_263297,Glycogen storage disease due to glycogenin deficiency,0.05182803092170915
ENSG00000006283,MONDO_0013291,glycogen storage disease XV,0.05182803092170915
ENSG00000006283,MONDO_0010482,X-linked parkinsonism-spasticity syndrome,0.05178183343987357
ENSG00000006283,EFO_0009060,Spinocerebellar ataxia type 43,0.05162476200163258
ENSG00000006283,EFO_0020000,developmental and epileptic encephalopathy 94,0.05161552250526546
ENSG00000006283,MONDO_0012235,autosomal recessive spinocerebellar ataxia 7,0.05161162138457712
ENSG00000006283,EFO_0004138,bundle branch block,0.05151204014595374
ENSG00000006283,MONDO_0007240,"progressive familial heart block, type 1A",0.05151204014595374
ENSG00000006283,Orphanet_401849,Autosomal recessive spastic paraplegia type 72,0.05146399476484473
ENSG00000006283,MONDO_0014282,hereditary spastic paraplegia 72,0.05146399476484473
ENSG00000006283,MONDO_0013168,dilated cardiomyopathy 1DD,0.05128290063604921
ENSG00000006283,MONDO_0013966,catecholaminergic polymorphic ventricular tachycardia 4,0.051098110708706866
ENSG00000006283,MONDO_0014530,autosomal recessive spinocerebellar ataxia 18,0.05104082583123074
ENSG00000006283,MONDO_0011834,spinocerebellar ataxia type 18,0.05096321406174695
ENSG00000006283,MONDO_0011178,infantile convulsions and choreoathetosis,0.050843100608974436
ENSG00000006283,Orphanet_171622,Autosomal recessive spastic paraplegia type 32,0.050824621616240205
ENSG00000006283,MONDO_0017989,His bundle tachycardia,0.05061765689761676
ENSG00000007314,MONDO_0008195,paramyotonia congenita of Von Eulenburg,0.840669337652683
ENSG00000007314,MONDO_0008224,hyperkalemic periodic paralysis,0.832379326987465
ENSG00000007314,MONDO_0018959,potassium-aggravated myotonia,0.8058846354610236
ENSG00000007314,MONDO_0008223,hypokalemic periodic paralysis,0.7685987147383359
ENSG00000007314,MONDO_0957265,"congenital myopathy 22B, severe fetal",0.7346101208501655
ENSG00000007314,Orphanet_590,Congenital myasthenic syndromes,0.7125678189272144
ENSG00000007314,HP_0001250,Seizure,0.6889293655181465
ENSG00000007314,MONDO_0013620,congenital myasthenic syndrome 16,0.6873711645930309
ENSG00000007314,HP_0012531,Pain,0.6738759754120383
ENSG00000007314,MONDO_0957247,"congenital myopathy 22A, classic",0.64078754448931
ENSG00000007314,Orphanet_98913,Postsynaptic congenital myasthenic syndromes,0.6395493339227085
ENSG00000007314,MONDO_0013234,"hypokalemic periodic paralysis, type 2",0.6190197472270519
ENSG00000007314,EFO_0000474,epilepsy,0.6113979524210781
ENSG00000007314,MONDO_0004985,bipolar disorder,0.6050484210036703
ENSG00000007314,HP_0007359,Focal-onset seizure,0.6022406393157961
ENSG00000007314,EFO_0004263,partial epilepsy,0.5973515288379024
ENSG00000007314,MONDO_0005277,migraine disorder,0.5966568758321596
ENSG00000007314,EFO_0004269,cardiac arrhythmia,0.591933322718651
ENSG00000007314,HP_0000989,Pruritus,0.5901048761015917
ENSG00000007314,MONDO_0004976,amyotrophic lateral sclerosis,0.5881498131108422
ENSG00000007314,HP_0003418,Back pain,0.5864377377194228
ENSG00000007314,EFO_0009552,hemorrhoid,0.5838924675149844
ENSG00000007314,EFO_1001219,trigeminal neuralgia,0.5795268489487296
ENSG00000007314,EFO_0003913,angina pectoris,0.5784283754917501
ENSG00000007314,EFO_0000275,atrial fibrillation,0.5682428755092368
ENSG00000007314,MONDO_0005178,osteoarthritis,0.568040354571919
ENSG00000007314,EFO_0009963,bipolar I disorder,0.5650345928618319
ENSG00000007314,MONDO_0016532,Lennox-Gastaut syndrome,0.561177718342741
ENSG00000007314,HP_0004308,Ventricular arrhythmia,0.5605776341213313
ENSG00000007314,EFO_0009516,burn,0.5587297348479079
ENSG00000007314,MONDO_0042979,"hypokalemic periodic paralysis, type 1",0.5537713430435875
ENSG00000007314,EFO_0005856,arthritis,0.5511872888339344
ENSG00000007314,MONDO_0100121,"SCN4A-related myopathy, autosomal recessive",0.5483733698360324
ENSG00000007314,EFO_0005762,neuropathic pain,0.5468797253320516
ENSG00000007314,MONDO_0001780,premature ejaculation,0.5463359247040299
ENSG00000007314,EFO_1000941,frozen shoulder,0.5409211817593593
ENSG00000007314,MONDO_0002050,depressive disorder,0.5390214667001818
ENSG00000007314,MONDO_0019952,congenital myopathy,0.5306410924950224
ENSG00000007314,HP_0003326,Myalgia,0.5283888315480719
ENSG00000007314,MONDO_0020483,acetazolamide-responsive myotonia,0.5216475923375521
ENSG00000007314,EFO_0000508,genetic disorder,0.519483050985946
ENSG00000007314,MONDO_0020481,myotonia fluctuans,0.5127325049539911
ENSG00000007314,EFO_0003958,sunburn,0.5030392466541774
ENSG00000007314,EFO_0009430,neuralgia,0.5030392466541774
ENSG00000007314,MP_0001845,inflammation,0.49071991816468735
ENSG00000007314,EFO_0009582,sprain,0.49071991816468735
ENSG00000007314,EFO_1001434,Tendinopathy,0.47776409103657363
ENSG00000007314,HP_0002486,Myotonia,0.46734548824307925
ENSG00000007314,EFO_0007262,epilepsy with generalized tonic-clonic seizures,0.46531130315511415
ENSG00000007314,HP_0100790,Hernia,0.4619748183558772
ENSG00000007314,EFO_0700039,congenital myopathy with cores,0.4619748183558772
ENSG00000007314,MONDO_0020482,myotonia permanens,0.45326318240096297
ENSG00000007314,EFO_0004145,myopathy,0.44745697694349285
ENSG00000007314,HP_0003198,Myopathy,0.42501683288740705
ENSG00000007314,MONDO_0007254,breast cancer,0.4080087284485037
ENSG00000007314,EFO_0001073,obesity,0.40720346498305643
ENSG00000007314,MONDO_0005090,schizophrenia,0.400892881623278
ENSG00000007314,MONDO_0005180,Parkinson disease,0.39858160717037633
ENSG00000007314,MONDO_0002009,major depressive disorder,0.39858160717037633
ENSG00000007314,HP_0001822,Hallux valgus,0.39792897776118813
ENSG00000007314,EFO_0002950,pregnancy,0.39452832979273517
ENSG00000007314,HP_0012532,Chronic pain,0.39299451142015557
ENSG00000007314,HP_0002315,Headache,0.39137975529175084
ENSG00000007314,MONDO_0005148,type 2 diabetes mellitus,0.3887429111897149
ENSG00000007314,MONDO_0007079,alcohol dependence,0.38847213655646096
ENSG00000007314,HP_0000739,Anxiety,0.3873395913865488
ENSG00000007314,EFO_1000783,diabetic neuropathy,0.3858807059253253
ENSG00000007314,HP_0000726,Dementia,0.38583110218375405
ENSG00000007314,EFO_0003144,heart failure,0.38583110218375405
ENSG00000007314,MONDO_0020344,postsynaptic congenital myasthenic syndrome,0.3823693729314288
ENSG00000007314,EFO_0004616,"osteoarthritis, knee",0.37874523081205885
ENSG00000007314,EFO_1001484,pain agnosia,0.3786448272315516
ENSG00000007314,EFO_0003931,bone fracture,0.37481494075556715
ENSG00000007314,HP_0003419,Low back pain,0.37481494075556715
ENSG00000007314,MONDO_0004992,cancer,0.37357233054201844
